height,weight,label
162,68,faty
168,84,faty
190,57,thin
192,85,normal
188,44,thin
188,86,normal
185,75,normal
167,70,normal
196,54,thin
170,40,thin
170,54,normal
190,39,thin
165,42,thin
193,100,faty
172,88,faty
152,76,faty
158,98,faty
184,90,faty
164,71,faty
178,78,normal
185,73,normal
164,43,thin
194,92,normal
168,38,thin
175,75,normal
155,81,faty
151,51,normal
186,93,faty
192,71,normal
152,63,faty
186,61,thin
160,48,normal
175,44,thin
187,46,thin
169,52,thin
182,59,thin
156,70,faty
153,40,thin
190,58,thin
191,50,thin
159,45,thin
172,35,thin
164,40,thin
152,72,faty
165,63,normal
197,80,normal
191,37,thin
173,53,thin
189,40,thin
181,60,thin
180,56,thin
157,51,normal
194,89,normal
196,41,thin
198,65,thin
195,45,thin
191,47,thin
163,75,faty
186,57,thin
179,82,faty
185,76,normal
152,87,faty
170,94,faty
152,100,faty
183,87,faty
193,41,thin
167,71,normal
170,97,faty
171,60,normal
189,91,normal
197,68,thin
166,39,thin
166,39,thin
180,42,thin
161,73,faty
159,89,faty
196,53,thin
154,67,faty
155,98,faty
172,94,faty
173,57,normal
173,54,thin
194,42,thin
185,88,faty
153,51,normal
180,63,normal
174,45,thin
165,48,thin
162,35,thin
158,75,faty
188,96,faty
194,55,thin
157,65,faty
165,98,faty
170,63,normal
180,69,normal
162,55,normal
180,65,normal
155,66,faty
172,63,normal
151,87,faty
189,99,faty
193,50,thin
173,86,faty
193,58,thin
194,68,thin
162,35,thin
166,42,thin
181,53,thin
159,75,faty
183,69,normal
194,71,normal
191,69,normal
172,69,normal
176,100,faty
155,43,thin
152,92,faty
159,62,normal
198,97,normal
178,36,thin
164,54,normal
185,63,thin
182,44,thin
178,82,faty
192,60,thin
176,62,normal
185,43,thin
152,54,normal
166,39,thin
200,73,thin
165,64,normal
157,70,faty
180,56,thin
184,68,normal
197,48,thin
200,41,thin
169,64,normal
182,50,thin
160,63,normal
158,76,faty
194,43,thin
157,40,thin
169,56,normal
195,96,normal
182,81,normal
174,45,thin
159,57,normal
162,72,faty
161,36,thin
159,53,normal
173,94,faty
150,96,faty
173,53,thin
164,93,faty
191,39,thin
199,74,normal
152,75,faty
195,71,normal
151,63,faty
195,70,thin
192,87,normal
196,91,normal
169,52,thin
179,47,thin
164,62,normal
166,76,faty
185,86,normal
162,84,faty
153,36,thin
182,43,thin
166,77,faty
196,53,thin
185,77,normal
194,85,normal
152,79,faty
151,42,thin
157,43,thin
178,84,faty
179,99,faty
181,73,normal
167,75,faty
151,37,thin
199,70,thin
195,84,normal
193,55,thin
155,80,faty
161,90,faty
157,71,faty
185,98,faty
180,48,thin
188,41,thin
195,66,thin
168,97,faty
182,45,thin
150,100,faty
164,46,thin
170,73,normal
168,57,normal
189,92,faty
179,69,normal
198,39,thin
165,64,normal
156,59,normal
193,43,thin
168,80,faty
189,58,thin
158,86,faty
194,93,normal
184,62,thin
158,51,normal
194,57,thin
168,88,faty
199,90,normal
187,82,normal
150,84,faty
183,88,faty
197,56,thin
171,63,normal
163,75,faty
151,58,normal
195,71,normal
178,65,normal
151,87,faty
169,53,normal
175,98,faty
182,54,thin
156,61,normal
151,44,normal
199,59,thin
174,65,normal
155,69,faty
153,45,normal
200,84,normal
185,87,normal
170,89,faty
177,42,thin
162,44,thin
157,99,faty
153,55,normal
153,68,faty
170,87,faty
152,53,normal
196,64,thin
158,80,faty
195,94,normal
175,90,faty
196,65,thin
152,45,normal
181,76,normal
157,93,faty
164,69,faty
192,81,normal
156,73,faty
188,59,thin
167,55,normal
186,48,thin
160,44,thin
185,98,faty
173,40,thin
176,69,normal
192,76,normal
164,79,faty
159,36,thin
182,83,normal
168,57,normal
196,97,normal
153,64,faty
200,100,normal
155,100,faty
188,79,normal
162,63,normal
169,42,thin
180,69,normal
197,47,thin
159,42,thin
162,59,normal
191,79,normal
159,45,thin
170,53,thin
188,64,thin
166,74,faty
178,62,normal
184,63,normal
184,63,normal
170,64,normal
152,87,faty
164,40,thin
180,96,faty
167,69,normal
166,79,faty
181,82,normal
164,74,faty
197,62,thin
189,45,thin
197,73,normal
186,87,normal
188,78,normal
194,83,normal
175,99,faty
163,92,faty
181,93,faty
189,97,faty
157,74,faty
189,47,thin
153,57,normal
180,93,faty
182,98,faty
182,48,thin
156,76,faty
200,62,thin
189,35,thin
191,57,thin
191,65,thin
184,72,normal
159,68,faty
180,67,normal
159,72,faty
154,35,thin
180,48,thin
200,82,normal
159,54,normal
151,64,faty
181,62,normal
179,81,normal
185,68,normal
164,58,normal
192,46,thin
153,54,normal
179,51,thin
169,68,normal
189,80,normal
167,65,normal
187,73,normal
192,92,normal
173,40,thin
157,72,faty
183,72,normal
150,74,faty
193,53,thin
161,67,faty
182,48,thin
186,55,thin
191,74,normal
155,71,faty
161,52,normal
166,57,normal
177,94,faty
180,46,thin
168,44,thin
180,92,faty
153,54,normal
163,37,thin
175,79,faty
165,89,faty
163,93,faty
189,98,faty
194,68,thin
171,51,thin
193,77,normal
195,81,normal
163,50,normal
153,82,faty
163,91,faty
177,92,faty
166,42,thin
165,79,faty
176,58,normal
173,68,normal
182,41,thin
150,42,normal
186,37,thin
168,83,faty
173,93,faty
189,53,thin
194,87,normal
199,58,thin
170,43,thin
181,80,normal
198,53,thin
198,99,normal
180,49,thin
195,73,normal
151,71,faty
197,68,thin
155,81,faty
169,81,faty
158,73,faty
153,94,faty
183,100,faty
152,53,normal
168,56,normal
199,40,thin
174,62,normal
168,37,thin
175,82,faty
151,90,faty
181,63,normal
169,90,faty
153,97,faty
157,86,faty
185,48,thin
193,79,normal
186,87,normal
160,89,faty
164,80,faty
181,91,faty
198,61,thin
190,38,thin
166,74,faty
179,59,thin
185,97,faty
165,64,normal
165,80,faty
169,96,faty
188,46,thin
165,84,faty
193,64,thin
176,81,faty
176,43,thin
191,66,thin
151,38,thin
169,69,normal
163,93,faty
199,50,thin
188,95,faty
150,50,normal
169,49,thin
176,68,normal
151,47,normal
191,93,normal
196,81,normal
193,86,normal
166,80,faty
181,61,normal
169,92,faty
184,71,normal
164,61,normal
183,88,faty
170,52,thin
162,62,normal
178,45,thin
160,83,faty
186,77,normal
183,87,faty
153,99,faty
150,68,faty
197,87,normal
185,83,normal
199,71,thin
158,75,faty
161,52,normal
168,91,faty
178,77,normal
191,44,thin
178,87,faty
174,37,thin
176,46,thin
191,49,thin
179,89,faty
198,35,thin
199,89,normal
181,92,faty
195,96,normal
152,48,normal
192,52,thin
171,75,faty
166,95,faty
186,70,normal
188,44,thin
175,58,normal
172,81,faty
193,83,normal
183,48,thin
163,65,normal
187,68,normal
185,52,thin
176,89,faty
191,73,normal
175,45,thin
162,36,thin
165,87,faty
151,57,normal
165,35,thin
164,97,faty
182,88,faty
176,72,normal
198,99,normal
156,98,faty
193,45,thin
167,97,faty
190,81,normal
154,58,normal
191,60,thin
158,80,faty
161,79,faty
185,44,thin
200,57,thin
183,89,faty
187,91,faty
181,48,thin
155,44,thin
153,49,normal
168,57,normal
200,67,thin
171,83,faty
164,46,thin
150,95,faty
197,42,thin
197,81,normal
186,50,thin
194,95,normal
151,45,normal
159,100,faty
176,60,normal
173,42,thin
185,71,normal
150,74,faty
192,35,thin
196,39,thin
194,95,normal
176,38,thin
196,78,normal
185,39,thin
185,74,normal
175,57,normal
169,75,faty
183,74,normal
183,72,normal
183,45,thin
158,40,thin
154,73,faty
164,82,faty
192,48,thin
173,36,thin
193,68,thin
152,50,normal
161,74,faty
196,53,thin
181,99,faty
192,73,normal
158,61,normal
172,62,normal
153,85,faty
154,35,thin
164,47,thin
196,64,thin
165,58,normal
174,76,normal
162,87,faty
161,72,faty
164,80,faty
185,96,faty
178,73,normal
160,88,faty
187,77,normal
194,85,normal
154,63,faty
192,75,normal
182,75,normal
163,73,faty
150,100,faty
183,76,normal
179,86,faty
198,93,normal
176,61,normal
188,65,thin
174,45,thin
171,45,thin
182,44,thin
166,67,normal
154,58,normal
169,85,faty
199,45,thin
173,70,normal
191,77,normal
178,69,normal
180,83,faty
191,99,faty
182,82,normal
156,82,faty
153,42,thin
176,72,normal
194,35,thin
177,95,faty
173,73,normal
176,67,normal
167,51,thin
150,53,normal
158,53,normal
179,73,normal
177,75,normal
152,83,faty
171,89,faty
192,37,thin
151,54,normal
175,82,faty
156,64,faty
153,37,thin
152,54,normal
157,56,normal
196,82,normal
181,94,faty
190,96,faty
167,83,faty
162,35,thin
173,65,normal
162,84,faty
151,62,faty
194,90,normal
185,45,thin
177,99,faty
159,61,normal
182,59,thin
167,79,faty
186,44,thin
159,64,normal
191,88,normal
150,71,faty
166,44,thin
171,70,normal
151,38,thin
199,86,normal
197,88,normal
197,79,normal
196,95,normal
174,56,thin
197,50,thin
197,94,normal
166,92,faty
200,84,normal
198,93,normal
167,59,normal
196,89,normal
198,52,thin
160,53,normal
159,44,thin
186,93,faty
152,76,faty
170,81,faty
153,50,normal
200,68,thin
187,36,thin
192,56,thin
177,62,normal
175,38,thin
163,68,faty
197,42,thin
157,69,faty
192,80,normal
168,52,thin
195,37,thin
155,42,thin
155,57,normal
185,45,thin
150,87,faty
164,65,normal
190,51,thin
192,64,thin
183,37,thin
165,49,thin
197,100,faty
166,98,faty
154,82,faty
159,43,thin
187,84,normal
154,94,faty
176,71,normal
151,44,normal
186,43,thin
177,77,normal
175,92,faty
183,82,normal
158,87,faty
169,59,normal
191,51,thin
185,80,normal
198,58,thin
166,55,normal
172,51,thin
161,66,normal
190,50,thin
199,100,normal
162,63,normal
177,38,thin
186,48,thin
150,100,faty
156,93,faty
199,83,normal
150,39,thin
180,78,normal
168,69,normal
198,72,thin
162,55,normal
182,41,thin
184,94,faty
190,85,normal
156,96,faty
159,52,normal
158,65,faty
192,51,thin
191,77,normal
164,82,faty
181,65,normal
196,55,thin
191,56,thin
181,93,faty
179,94,faty
176,97,faty
150,71,faty
181,54,thin
155,77,faty
200,70,thin
190,66,thin
158,35,thin
190,61,thin
195,53,thin
199,89,normal
193,44,thin
152,45,normal
158,85,faty
150,75,faty
194,36,thin
175,36,thin
155,37,thin
164,38,thin
186,87,normal
162,54,normal
166,68,normal
155,71,faty
192,88,normal
180,53,thin
158,94,faty
187,70,normal
179,42,thin
170,63,normal
192,68,thin
157,84,faty
185,95,faty
194,95,normal
157,39,thin
199,86,normal
164,66,normal
168,85,faty
191,44,thin
157,76,faty
159,73,faty
174,95,faty
160,55,normal
167,50,thin
156,53,normal
155,75,faty
173,39,thin
196,47,thin
154,91,faty
154,50,normal
169,58,normal
157,53,normal
178,65,normal
177,54,thin
172,67,normal
186,73,normal
175,74,normal
167,50,thin
196,55,thin
154,90,faty
174,82,faty
156,99,faty
151,96,faty
200,86,normal
164,68,normal
158,96,faty
158,53,normal
152,56,normal
174,94,faty
159,80,faty
172,69,normal
179,42,thin
191,84,normal
167,70,normal
167,39,thin
185,96,faty
184,63,normal
191,74,normal
168,62,normal
186,75,normal
177,39,thin
154,89,faty
184,61,thin
186,92,faty
172,68,normal
167,83,faty
154,68,faty
191,74,normal
177,58,normal
197,41,thin
174,37,thin
184,95,faty
163,99,faty
182,91,faty
155,90,faty
180,53,thin
168,80,faty
180,55,thin
152,42,thin
196,58,thin
163,88,faty
159,96,faty
200,45,thin
167,82,faty
168,65,normal
175,86,faty
151,94,faty
176,77,normal
158,47,normal
185,74,normal
160,81,faty
197,68,thin
171,59,normal
179,47,thin
185,84,normal
168,36,thin
151,83,faty
174,89,faty
155,57,normal
166,91,faty
198,57,thin
179,61,normal
164,50,normal
152,75,faty
159,96,faty
186,81,normal
187,37,thin
196,39,thin
159,55,normal
165,75,faty
153,49,normal
172,71,normal
150,79,faty
194,54,thin
186,63,thin
175,35,thin
185,57,thin
162,72,faty
152,76,faty
155,77,faty
152,95,faty
192,62,thin
177,69,normal
156,60,normal
179,85,faty
172,59,normal
167,83,faty
182,37,thin
194,83,normal
169,65,normal
163,90,faty
192,59,thin
184,35,thin
197,82,normal
199,62,thin
171,58,normal
163,84,faty
192,77,normal
200,64,thin
160,100,faty
164,92,faty
171,46,thin
150,64,faty
157,49,normal
165,55,normal
189,76,normal
166,43,thin
172,52,thin
161,97,faty
166,64,normal
180,81,normal
198,77,normal
162,98,faty
198,99,normal
166,37,thin
186,78,normal
171,67,normal
172,47,thin
192,95,faty
167,66,normal
177,69,normal
192,51,thin
154,90,faty
196,78,normal
199,78,normal
150,48,normal
181,80,normal
179,36,thin
161,36,thin
189,86,normal
184,73,normal
176,45,thin
188,100,faty
161,40,thin
197,95,normal
152,81,faty
184,49,thin
188,76,normal
182,46,thin
171,35,thin
154,84,faty
153,60,faty
160,77,faty
154,70,faty
162,76,faty
188,57,thin
190,43,thin
193,71,normal
171,75,faty
193,52,thin
150,90,faty
185,37,thin
191,84,normal
192,92,normal
172,99,faty
155,43,thin
188,48,thin
166,50,thin
197,74,normal
162,60,normal
199,84,normal
161,86,faty
200,91,normal
169,59,normal
151,87,faty
167,45,thin
169,58,normal
184,52,thin
154,63,faty
160,91,faty
182,72,normal
187,46,thin
195,55,thin
187,67,normal
173,38,thin
176,99,faty
187,65,normal
156,76,faty
197,87,normal
187,70,normal
170,59,normal
185,72,normal
163,76,faty
167,37,thin
161,78,faty
172,73,normal
169,51,thin
193,96,faty
172,82,faty
157,70,faty
190,35,thin
200,53,thin
164,41,thin
183,39,thin
196,71,thin
166,64,normal
192,76,normal
162,90,faty
168,72,faty
198,99,normal
162,91,faty
198,75,normal
166,96,faty
181,53,thin
194,84,normal
186,88,normal
175,56,thin
194,91,normal
154,40,thin
181,100,faty
158,42,thin
165,92,faty
184,65,normal
152,64,faty
163,79,faty
165,95,faty
182,76,normal
191,53,thin
193,79,normal
165,77,faty
161,79,faty
189,89,normal
184,71,normal
196,62,thin
192,96,faty
197,42,thin
197,66,thin
178,99,faty
153,53,normal
153,57,normal
184,37,thin
197,98,normal
169,38,thin
180,96,faty
173,42,thin
171,50,thin
162,36,thin
164,59,normal
172,39,thin
172,76,faty
178,46,thin
180,79,normal
190,56,thin
157,50,normal
189,53,thin
164,63,normal
191,59,thin
176,92,faty
183,35,thin
180,58,thin
156,84,faty
169,75,faty
200,73,thin
169,77,faty
154,43,thin
189,74,normal
186,64,thin
167,91,faty
195,64,thin
173,59,normal
167,91,faty
169,59,normal
161,73,faty
171,50,thin
192,64,thin
159,44,thin
185,63,thin
187,95,faty
189,64,thin
187,66,normal
178,58,thin
182,97,faty
195,85,normal
178,85,faty
192,90,normal
183,63,normal
163,70,faty
167,94,faty
192,44,thin
198,96,normal
191,71,normal
153,62,faty
166,48,thin
155,65,faty
173,84,faty
182,66,normal
194,56,thin
178,81,faty
188,53,thin
194,60,thin
173,97,faty
163,65,normal
197,50,thin
155,76,faty
173,64,normal
185,76,normal
176,100,faty
188,83,normal
171,60,normal
197,52,thin
190,59,thin
187,57,thin
165,94,faty
172,86,faty
170,86,faty
200,84,normal
151,44,normal
190,92,normal
152,80,faty
183,84,normal
171,82,faty
154,45,normal
154,90,faty
190,52,thin
189,46,thin
164,92,faty
165,87,faty
163,45,thin
189,77,normal
150,78,faty
164,87,faty
198,89,normal
168,40,thin
171,47,thin
191,60,thin
169,93,faty
178,52,thin
166,41,thin
153,59,normal
194,76,normal
198,86,normal
200,60,thin
151,72,faty
181,36,thin
189,96,faty
176,63,normal
169,97,faty
167,44,thin
186,71,normal
158,35,thin
193,85,normal
153,85,faty
171,74,normal
186,86,normal
178,36,thin
190,48,thin
170,77,faty
191,91,normal
195,37,thin
192,84,normal
176,59,normal
162,61,normal
183,83,normal
167,68,normal
180,65,normal
186,41,thin
167,59,normal
191,50,thin
155,62,faty
171,51,thin
175,60,normal
184,73,normal
200,96,normal
178,73,normal
185,86,normal
167,82,faty
165,53,normal
169,90,faty
167,50,thin
184,78,normal
170,56,normal
167,37,thin
153,52,normal
185,100,faty
164,44,thin
174,82,faty
166,92,faty
176,82,faty
170,80,faty
155,41,thin
164,97,faty
173,64,normal
165,58,normal
153,80,faty
170,53,thin
174,71,normal
161,94,faty
171,75,faty
192,65,thin
164,99,faty
192,93,normal
195,51,thin
177,92,faty
157,81,faty
188,90,normal
181,54,thin
158,61,normal
175,64,normal
187,80,normal
200,88,normal
162,93,faty
151,97,faty
166,61,normal
153,99,faty
164,64,normal
178,61,normal
198,44,thin
183,92,faty
194,63,thin
175,100,faty
188,83,normal
174,77,normal
159,75,faty
170,37,thin
181,36,thin
156,37,thin
185,36,thin
182,64,normal
191,40,thin
175,59,normal
164,78,faty
177,96,faty
176,86,faty
178,42,thin
159,46,thin
197,49,thin
162,68,faty
162,55,normal
187,70,normal
184,53,thin
174,52,thin
161,60,normal
169,35,thin
168,36,thin
164,64,normal
167,53,normal
192,57,thin
153,73,faty
187,51,thin
194,91,normal
168,61,normal
197,53,thin
195,94,normal
191,82,normal
184,80,normal
189,51,thin
163,93,faty
180,50,thin
156,61,normal
173,76,normal
193,71,normal
166,95,faty
181,66,normal
152,71,faty
183,73,normal
176,77,normal
192,66,thin
200,91,normal
180,98,faty
178,92,faty
182,100,faty
182,70,normal
186,95,faty
158,61,normal
173,61,normal
163,39,thin
165,66,normal
161,83,faty
152,90,faty
185,77,normal
150,62,faty
176,70,normal
191,64,thin
152,52,normal
170,81,faty
166,54,normal
153,66,faty
164,86,faty
159,72,faty
197,70,thin
178,66,normal
179,88,faty
177,78,normal
157,71,faty
171,88,faty
171,42,thin
164,53,normal
155,51,normal
187,41,thin
170,53,thin
152,84,faty
163,96,faty
188,35,thin
183,86,faty
169,92,faty
180,100,faty
190,54,thin
200,59,thin
183,52,thin
183,96,faty
155,60,normal
197,86,normal
161,49,normal
164,77,faty
170,44,thin
184,39,thin
199,91,normal
173,78,faty
161,89,faty
159,83,faty
176,35,thin
175,57,normal
191,88,normal
164,65,normal
167,68,normal
175,41,thin
156,35,thin
159,36,thin
178,58,thin
185,46,thin
183,62,normal
189,96,faty
187,61,thin
187,82,normal
182,55,thin
196,99,faty
181,79,normal
191,51,thin
164,52,normal
174,55,thin
167,43,thin
183,54,thin
183,79,normal
186,61,thin
170,54,normal
160,69,faty
190,60,thin
152,100,faty
152,61,faty
157,98,faty
164,93,faty
165,64,normal
184,60,thin
175,60,normal
183,97,faty
179,44,thin
181,58,thin
183,81,normal
161,77,faty
152,64,faty
199,91,normal
191,50,thin
166,91,faty
192,47,thin
200,62,thin
156,85,faty
197,58,thin
155,85,faty
160,93,faty
171,91,faty
197,54,thin
193,72,normal
176,94,faty
158,48,normal
169,54,normal
159,90,faty
162,40,thin
175,90,faty
166,75,faty
191,92,normal
152,75,faty
173,83,faty
189,47,thin
165,44,thin
175,100,faty
162,56,normal
174,54,thin
158,50,normal
167,43,thin
151,75,faty
165,69,normal
180,47,thin
194,80,normal
169,52,thin
183,59,thin
196,41,thin
163,75,faty
193,78,normal
198,40,thin
160,96,faty
152,85,faty
173,41,thin
199,67,thin
173,52,thin
198,36,thin
196,84,normal
158,56,normal
187,46,thin
158,86,faty
195,94,normal
157,91,faty
188,99,faty
194,51,thin
175,43,thin
176,62,normal
157,45,thin
193,64,thin
155,83,faty
161,42,thin
200,98,normal
176,85,faty
197,100,faty
176,78,normal
162,53,normal
186,51,thin
176,47,thin
157,84,faty
172,89,faty
161,72,faty
194,86,normal
154,93,faty
181,74,normal
164,52,normal
155,89,faty
196,65,thin
187,70,normal
171,68,normal
192,86,normal
188,99,faty
174,41,thin
195,83,normal
169,78,faty
153,54,normal
171,89,faty
185,86,normal
176,92,faty
184,45,thin
166,45,thin
183,67,normal
161,83,faty
178,89,faty
186,83,normal
189,70,normal
200,87,normal
192,77,normal
199,80,normal
174,69,normal
191,57,thin
197,73,normal
156,89,faty
173,56,normal
177,39,thin
200,56,thin
194,92,normal
187,85,normal
150,81,faty
150,98,faty
198,89,normal
165,72,faty
167,50,thin
179,54,thin
151,74,faty
176,42,thin
154,45,normal
185,65,normal
190,81,normal
155,88,faty
186,52,thin
185,58,thin
191,65,thin
166,52,normal
168,71,normal
168,77,faty
192,70,normal
158,42,thin
174,79,faty
156,46,normal
170,95,faty
150,73,faty
183,70,normal
177,37,thin
155,39,thin
165,94,faty
200,37,thin
186,57,thin
173,83,faty
196,65,thin
188,51,thin
155,86,faty
166,44,thin
182,64,normal
182,38,thin
166,49,thin
170,92,faty
161,58,normal
173,89,faty
176,55,thin
196,62,thin
152,94,faty
175,93,faty
169,99,faty
189,55,thin
194,65,thin
150,60,faty
171,40,thin
175,42,thin
181,69,normal
191,96,faty
199,41,thin
200,74,normal
180,86,faty
200,50,thin
165,89,faty
151,36,thin
188,95,faty
179,42,thin
181,94,faty
163,88,faty
170,37,thin
186,53,thin
153,57,normal
196,91,normal
199,35,thin
174,98,faty
189,43,thin
165,97,faty
172,37,thin
151,100,faty
179,44,thin
186,68,normal
164,86,faty
196,100,faty
196,99,faty
169,55,normal
157,67,faty
176,99,faty
189,74,normal
157,53,normal
161,82,faty
199,77,normal
190,68,normal
181,95,faty
159,43,thin
168,56,normal
192,54,thin
151,73,faty
163,84,faty
199,91,normal
150,38,thin
178,64,normal
169,71,normal
159,39,thin
180,50,thin
180,91,faty
155,41,thin
184,61,thin
178,39,thin
200,82,normal
151,42,thin
188,58,thin
180,56,thin
172,69,normal
197,98,normal
156,68,faty
174,44,thin
158,86,faty
163,98,faty
150,94,faty
166,96,faty
185,47,thin
194,96,faty
192,80,normal
156,38,thin
152,68,faty
152,97,faty
165,74,faty
177,65,normal
161,44,thin
192,73,normal
178,45,thin
190,84,normal
195,82,normal
193,93,normal
190,67,normal
181,51,thin
176,63,normal
152,55,normal
190,51,thin
179,72,normal
181,92,faty
156,47,normal
156,49,normal
156,62,normal
155,43,thin
187,53,thin
170,61,normal
167,87,faty
197,89,normal
190,78,normal
188,61,thin
182,53,thin
185,65,normal
159,59,normal
184,75,normal
197,42,thin
182,84,normal
181,57,thin
164,62,normal
174,49,thin
154,94,faty
166,95,faty
196,55,thin
186,85,normal
185,37,thin
172,42,thin
181,92,faty
190,97,faty
179,62,normal
182,64,normal
199,100,normal
179,57,thin
179,64,normal
163,40,thin
165,87,faty
190,54,thin
185,43,thin
152,72,faty
164,84,faty
179,36,thin
198,43,thin
165,55,normal
170,57,normal
180,79,normal
179,67,normal
170,93,faty
177,79,normal
165,48,thin
151,94,faty
191,97,faty
160,64,normal
195,53,thin
166,43,thin
162,45,thin
200,77,normal
166,65,normal
193,37,thin
152,50,normal
183,78,normal
181,89,faty
160,66,faty
162,41,thin
150,44,normal
158,64,faty
179,51,thin
193,46,thin
184,87,faty
155,100,faty
185,39,thin
188,92,faty
152,68,faty
184,55,thin
163,64,normal
174,88,faty
164,86,faty
198,50,thin
159,60,normal
168,67,normal
157,88,faty
171,58,normal
158,82,faty
150,84,faty
154,41,thin
198,63,thin
172,39,thin
181,93,faty
175,41,thin
182,65,normal
150,78,faty
198,70,thin
166,55,normal
170,65,normal
155,62,faty
156,87,faty
169,54,normal
196,94,normal
191,91,normal
157,59,normal
157,64,faty
192,49,thin
173,80,faty
169,79,faty
189,73,normal
151,74,faty
173,100,faty
170,63,normal
176,80,faty
178,75,normal
185,84,normal
156,45,thin
183,84,normal
183,55,thin
173,73,normal
166,82,faty
198,47,thin
186,80,normal
163,60,normal
190,83,normal
158,74,faty
160,85,faty
196,76,normal
199,92,normal
177,69,normal
160,43,thin
151,91,faty
190,82,normal
179,64,normal
193,48,thin
167,61,normal
161,61,normal
197,69,thin
173,84,faty
166,89,faty
158,52,normal
164,98,faty
182,93,faty
194,59,thin
165,41,thin
176,54,thin
170,91,faty
189,57,thin
171,47,thin
161,40,thin
151,36,thin
154,43,thin
190,68,normal
174,84,faty
189,61,thin
188,78,normal
184,44,thin
163,71,faty
199,49,thin
158,92,faty
197,44,thin
191,35,thin
188,57,thin
193,92,normal
192,43,thin
154,47,normal
174,65,normal
163,61,normal
157,59,normal
191,38,thin
190,82,normal
188,90,normal
197,59,thin
168,71,normal
193,50,thin
184,88,faty
185,89,faty
163,73,faty
162,71,faty
187,52,thin
161,98,faty
189,72,normal
191,50,thin
198,55,thin
163,94,faty
165,43,thin
191,87,normal
186,58,thin
185,69,normal
156,75,faty
185,35,thin
164,66,normal
190,91,normal
198,80,normal
156,93,faty
165,82,faty
194,94,normal
177,91,faty
200,72,thin
195,100,faty
200,55,thin
174,86,faty
197,77,normal
159,87,faty
163,76,faty
167,85,faty
174,45,thin
156,76,faty
153,88,faty
168,74,faty
178,71,normal
158,44,thin
190,50,thin
198,57,thin
167,69,normal
186,38,thin
172,89,faty
156,70,faty
196,97,normal
165,47,thin
174,84,faty
169,59,normal
165,63,normal
161,89,faty
195,63,thin
150,77,faty
178,35,thin
161,54,normal
169,84,faty
190,36,thin
199,58,thin
162,44,thin
165,64,normal
153,36,thin
169,42,thin
159,46,thin
155,49,normal
152,60,faty
170,61,normal
166,75,faty
180,78,normal
156,49,normal
191,80,normal
169,81,faty
175,66,normal
200,41,thin
191,48,thin
197,49,thin
168,73,faty
188,75,normal
171,39,thin
189,66,thin
166,55,normal
158,60,normal
180,70,normal
193,90,normal
189,47,thin
167,95,faty
185,61,thin
187,50,thin
186,76,normal
171,92,faty
166,40,thin
180,77,normal
193,51,thin
158,84,faty
166,87,faty
184,97,faty
197,59,thin
158,49,normal
166,91,faty
165,35,thin
183,84,normal
177,76,normal
179,61,normal
166,64,normal
150,95,faty
172,74,normal
182,41,thin
151,55,normal
196,47,thin
170,52,thin
186,96,faty
162,68,faty
151,74,faty
179,38,thin
166,93,faty
195,59,thin
173,70,normal
176,68,normal
181,44,thin
181,92,faty
195,65,thin
155,72,faty
194,53,thin
168,84,faty
164,94,faty
167,70,normal
167,76,faty
195,50,thin
161,73,faty
156,40,thin
171,78,faty
156,41,thin
174,71,normal
188,47,thin
163,69,faty
196,56,thin
189,87,normal
165,50,thin
176,36,thin
184,77,normal
153,42,thin
181,35,thin
151,52,normal
181,76,normal
183,53,thin
151,98,faty
176,96,faty
174,63,normal
184,98,faty
176,87,faty
151,52,normal
169,51,thin
159,67,faty
169,59,normal
197,67,thin
173,89,faty
150,94,faty
181,77,normal
190,43,thin
171,80,faty
200,67,thin
197,44,thin
167,62,normal
176,47,thin
152,35,thin
179,55,thin
196,49,thin
197,41,thin
164,45,thin
176,47,thin
180,59,thin
195,88,normal
151,82,faty
182,73,normal
162,93,faty
191,65,thin
153,54,normal
198,85,normal
188,48,thin
155,73,faty
151,76,faty
173,48,thin
154,91,faty
182,48,thin
168,66,normal
164,98,faty
187,78,normal
174,84,faty
162,69,faty
197,83,normal
164,76,faty
170,81,faty
200,45,thin
172,77,faty
195,100,faty
183,86,faty
166,97,faty
166,88,faty
175,78,normal
195,76,normal
151,55,normal
153,69,faty
185,45,thin
174,46,thin
157,91,faty
153,66,faty
158,50,normal
172,82,faty
199,88,normal
156,67,faty
196,78,normal
191,84,normal
175,66,normal
189,87,normal
182,53,thin
184,90,faty
171,50,thin
172,64,normal
162,38,thin
195,35,thin
154,49,normal
197,53,thin
200,41,thin
193,74,normal
189,46,thin
162,36,thin
161,99,faty
197,63,thin
180,49,thin
186,36,thin
151,82,faty
187,38,thin
154,63,faty
179,73,normal
151,90,faty
152,35,thin
194,97,faty
163,55,normal
172,89,faty
152,76,faty
164,60,normal
184,60,thin
193,84,normal
158,100,faty
188,61,thin
177,82,faty
190,94,faty
160,71,faty
152,62,faty
153,88,faty
187,47,thin
190,77,normal
163,53,normal
169,51,thin
157,63,faty
187,92,faty
177,95,faty
184,88,faty
159,52,normal
151,77,faty
185,65,normal
153,82,faty
186,40,thin
195,98,faty
170,76,faty
150,98,faty
175,80,faty
192,62,thin
170,74,faty
198,42,thin
169,94,faty
189,61,thin
158,68,faty
191,95,faty
160,44,thin
163,100,faty
170,50,thin
166,66,normal
181,94,faty
177,52,thin
